<<<<<<< HEAD
,imdb_id,cast
0,199314,"TommyTiernan,KateHudson,FrancesO'Connor"
0,209958,"JenniferLopez,ColtonJames,DylanBaker"
0,188640,"TakehiroMurata,HiroshiAbe,NaomiNishida"
0,236388,"SteveHarvey,D.L.Hughley,CedrictheEntertainer"
0,95705,"LeslieNielsen,PriscillaPresley,RicardoMontalban"
0,102510,"LeslieNielsen,PriscillaPresley,GeorgeKennedy"
0,32881,"WilliamHolden,MarthaScott,FayBainter"
0,46303,"AlanLadd,JeanArthur,VanHeflin"
0,53318,"ElizabethTaylor,KatharineHepburn,MontgomeryClift"
0,59017,"JaneFonda,LeeMarvin,MichaelCallan"
0,88206,"FayeDunaway,HelenSlater,PeterO'Toole"
0,160009,"WesleySnipes,DonaldSutherland,MauryChaykin"
0,204946,"KirstenDunst,ElizaDushku,JesseBradford"
0,198386,"RichardDreyfuss,BurtReynolds,DanHedaya"
0,209322,"DrewBarrymore,JenniferJasonLeigh,MischaBarton"
0,144964,"AdrianPaul,ChristopherLambert,BrucePayne"
0,171580,"MorganFreeman,RenéeZellweger,ChrisRock"
0,190798,"MaríaGaliana,AnaFernández,CarlosÁlvarez-Nóvoa"
0,204626,"JamesSpader,MarisaTomei,KeanuReeves"
0,202677,"RyanPhillippe,BenicioDelToro,JulietteLewis"
0,181875,"BillyCrudup,FrancesMcDormand,KateHudson"
0,211938,"JamieFoxx,DavidMorse,RobertPastorelli"
0,191037,"JohnHannah,FamkeJanssen,PeterStormare"
0,197384,"MonicaKeena,EllenBarkin,MichaelIronside"
0,134630,"LochlynMunro,CarolAlexander,MichaelJRogers"
0,164212,"GeneHackman,MorganFreeman,ThomasJane"
0,192731,"JenniferMorrison,MatthewDavis,HartBochner"
0,206420,"PenélopeCruz,MuriloBenício,HaroldPerrineau"
0,168629,"Björk,CatherineDeneuve,DavidMorse"
0,218839,"JayBrazeau,ParkerPosey,MichaelHitchcock"
0,210567,"MinnieDriver,JoeyLaurenAdams,HallieEisenberg"
0,222850,"BenWeber,TimothyOlyphant,MattMcGrath"
0,210075,"MichelleRodriguez,JamieTirelli,PaulCalderon"
0,210945,"DenzelWashington,WillPatton,WoodHarris"
0,93177,"AndrewRobinson,ClareHiggins,AshleyLaurence"
0,95294,"ClareHiggins,AshleyLaurence,KennethCranham"
0,104409,"KevinBernhardt,LawrenceMortorff,TerryFarrell"
0,107209,"OttoSander,PeterFalk,HorstBuchholz"
0,57887,"FrankieAvalon,AnnetteFunicello,MarthaHyer"
0,88184,"JohnLurie,EszterBalint,RichardEdson"
0,55608,"WalterPidgeon,JoanFontaine,BarbaraEden"
0,60397,"StephenBoyd,RaquelWelch,EdmondO'Brien"
0,40068,"BudAbbott,LouCostello,LonChaneyJr."
0,32234,"W.C.Fields,CoraWitherspoon,UnaMerkel"
0,46876,"RichardCarlson,JulieAdams,RichardDenning"
0,24184,"ClaudeRains,GloriaStuart,WilliamHarrigan"
0,52969,"JamesBest,IngridGoude,KenCurtis"
0,88024,"TomSelleck,CynthiaRhodes,GeneSimmons"
0,84695,"MichelleMichaels,RobinStille,MichaelVillella"
0,93996,"CrystalBernard,JenniferRhodes,KimberlyMcArthur"
0,100639,"KeelyChristian,BrittainFrye,MichaelHarris"
0,91990,"AngelaO'Neill,WendyMartel,PamelaRoss"
0,100663,"GailThackray,MelissaMoore,StaciaZhivago"
0,215545,"DamonWayans,SavionGlover,JadaPinkettSmith"
0,259974,"LaraJillMiller,JoshuaSeth,BobPapenbrook"
0,208988,"SylvesterStallone,MirandaRichardson,RachaelLeighCook"
0,67128,"MichaelCaine,IanHendry,BrittEkland"
0,212338,"RobertDeNiro,BenStiller,TeriPolo"
0,180093,"EllenBurstyn,JaredLeto,JenniferConnelly"
0,170691,"ColinFarrell,MatthewDavis,CliftonCollinsJr."
0,202641,"MichaelRispoli,KellyMacdonald,KathrineNarducci"
0,208874,"GaryOldman,JoanAllen,JeffBridges"
0,205271,"RichardGere,HelenHunt,FarrahFawcett"
0,213790,"TimMeadows,KarynParsons,BillyDeeWilliams"
0,66832,"TomLaughlin,DeloresTaylor,ClarkHowat"
0,75754,"TomLaughlin,DeloresTaylor,E.G.Marshall"
0,54387,"RodTaylor,AlanYoung,YvetteMimieux"
0,93091,"DamonMartin,RoyalDano,PhilFondacaro"
0,58708,"DebbieReynolds,HarvePresnell,EdBegley"
0,41094,"BingCrosby,BasilRathbone,EricBlore"
0,38988,"BarbaraStanwyck,VanHeflin,LizabethScott"
0,37638,"TomNeal,AnnSavage,ClaudiaDrake"
0,249462,"JamieBell,JeanHeywood,JamieDraven"
0,230030,"BrendanFraser,ElizabethHurley,FrancesO'Connor"
0,223897,"KevinSpacey,HelenHunt,HaleyJoelOsment"
0,81376,"TimConway,DonKnotts,TrishaNoble"
0,111512,"JackieChan,LungTi,AnitaMui"
0,229260,"KurtLoder,ChuckScarborough,BruceD.Reed"
0,192255,"JonathanLipnicki,RichardE.Grant,JimCarter"
0,160127,"CameronDiaz,DrewBarrymore,LucyLiu"
0,146984,"WillSmith,MattDamon,CharlizeTheron"
0,185431,"AdamSandler,PatriciaArquette,HarveyKeitel"
0,203019,"RobertDeNiro,CubaGoodingJr.,CharlizeTheron"
0,199753,"ValKilmer,Carrie-AnneMoss,TomSizemore"
0,203230,"AmyRyan,MichaelCountryman,AdamLeFevre"
0,66995,"SeanConnery,JillSt.John,CharlesGray"
0,74452,"MichaelCaine,DonaldSutherland,RobertDuvall"
0,216216,"ArnoldSchwarzenegger,MichaelRapaport,TonyGoldwyn"
0,186894,"BenAffleck,GwynethPaltrow,NatashaHenstridge"
0,170016,"JimCarrey,TaylorMomsen,Kelley"
0,230591,"MichaelDouglas,AnkieSpitzer,JamalAlGashey"
0,213203,"ElizabethDaily,TaraStrong,CherylChase"
0,211181,"GlennClose,GérardDepardieu,IoanGruffudd"
0,213847,"MonicaBellucci,GiuseppeSulfaro,LucianoFederico"
0,180073,"GeoffreyRush,KateWinslet,JoaquinPhoenix"
0,217869,"BruceWillis,SamuelL.Jackson,RobinWright"
0,190332,"ChowYun-Fat,MichelleYeoh,ZiyiZhang"
0,190374,"JeremyIrons,BrucePayne,JustinWhalin"
0,228750,"MegRyan,RussellCrowe,DavidMorse"
0,190865,"ChrisO'Donnell,RobinTunney,StuartWilson"
0,86993,"MelGibson,AnthonyHopkins,LaurenceOlivier"
0,93748,"SteveMartin,JohnCandy,LailaRobins"
0,96094,"KevinBacon,ElizabethMcGovern,AlecBaldwin"
0,93428,"TimothyDalton,Maryamd'Abo,JeroenKrabbé"
0,92106,"NormanAlden,JackAngel,MichaelBell"
0,94291,"CharlieSheen,TamaraTunie,FranklinCover"
0,96969,"TomCruise,BryanLarkin,RaymondJ.Barry"
0,96219,"EricBogosian,EllenGreene,LeslieHope"
0,88850,"RichardPryor,JohnCandy,LonetteMcKee"
0,208092,"Ade,WilliamBeck,AndyBeckwith"
0,95927,"SallyField,TomHanks,JohnGoodman"
0,241303,"AlfredMolina,Carrie-AnneMoss,AurelienParentKoenig"
0,242423,"AshtonKutcher,SeannWilliamScott,JenniferGarner"
0,120917,"DavidSpade,JohnGoodman,EarthaKitt"
0,183659,"EdHarris,RobertKnott,MollyRegan"
0,207201,"MelGibson,HelenHunt,MarisaTomei"
0,181536,"SeanConnery,RobBrown,F.MurrayAbraham"
0,219699,"CateBlanchett,GiovanniRibisi,KeanuReeves"
0,247196,"OlatzLópezGarmendia,GiovaniFlorido,LolóNavarro"
0,162222,"PaulSanchez,LariWhite,LeonidCiter"
0,218967,"NicolasCage,TéaLeoni,DonCheadle"
0,200720,"GillianAnderson,DanAykroyd,EleanorBron"
0,212346,"SandraBullock,MichaelCaine,BenjaminBratt"
0,190590,"GeorgeClooney,JohnTurturro,TimBlakeNelson"
0,120202,"MichaelHiggins,MichaelBradshaw,MorrisLamore"
0,219653,"GerardButler,ChristopherPlummer,JonnyLeeMiller"
0,149624,"MattDamon,HenryThomas,PenélopeCruz"
0,218182,"BarryMcEvoy,BríanF.O'Byrne,AnnaFriel"
0,146309,"ShawnDriscoll,KevinCostner,DrakeCook"
0,181865,"BenicioDelToro,JacobVargas,AndrewChavez"
0,218378,"RonAnderson,MartyAntonini,WesBentley"
0,189998,"JohnMalkovich,WillemDafoe,UdoKier"
0,93223,"LindsayCrouse,JoeMantegna,MikeNussbaum"
0,83564,"AlbertFinney,CarolBurnett,AnnReinking"
0,101757,"ChristinaApplegate,JoannaCassidy,JohnGetz"
0,84434,"RichardGere,DebraWinger,DavidKeith"
0,53580,"JohnWayne,RichardWidmark,LaurenceHarvey"
0,90670,"SeanPenn,ChristopherWalken,MaryStuartMasterson"
0,49233,"GaryCooper,DorothyMcGuire,AnthonyPerkins"
0,107007,"TomBerenger,MartinSheen,StephenLang"
0,56600,"HaraldMaresch,HelgaFranck,AlexanderD'Arcy"
0,218817,"RyanPhillippe,RachaelLeighCook,ClaireForlani"
0,238948,"OrlandoJones,EddieGriffin,GaryGrubbs"
0,206275,"JuliaStiles,SeanPatrickThomas,KerryWashington"
0,194218,"WilliamH.Macy,JohnRitter,NeveCampbell"
0,237572,"PatriciaClarkson,BeauDaniels,BenicioDelToro"
0,102388,"SamWaterston,TessHarper,GailStrickland"
0,95690,"AnnabethGish,JuliaRoberts,LiliTaylor"
0,105165,"AlecBaldwin,MegRyan,KathyBates"
0,69897,"PamGrier,BookerBradshaw,RobertDoQui"
0,71517,"PamGrier,AntonioFargas,PeterBrown"
0,95348,"KeenenIvoryWayans,BernieCasey,AntonioFargas"
0,108451,"ChristianSlater,MarisaTomei,RosiePerez"
0,186589,"MarlaSokoloff,MarleyShelton,MelissaGeorge"
0,209475,"JenniferLopez,MatthewMcConaughey,BridgetteWilson-Sampras"
0,234805,"BibianaBeglau,MartinWuttke,NadjaUhl"
0,216800,"LaurentLucas,SergiLópez,MathildeSeigner"
0,92545,"DeanAlexander,JamieLeeCurtis,JimAllen"
0,92546,"ArsenioHall,DonaldF.Muhich,MoniqueGabrielle"
0,92605,"DianeKeaton,SamShepard,HaroldRamis"
0,92608,"FrankieAvalon,AnnetteFunicello,LoriLoughlin"
0,92618,"MickeyRourke,FayeDunaway,AliceKrige"
0,92641,"JamesWoods,BrianDennehy,VictoriaTennant"
0,92644,"EddieMurphy,JudgeReinhold,JürgenProchnow"
0,86960,"EddieMurphy,JudgeReinhold,JohnAshton"
0,92654,"DennisQuaid,EllenBarkin,NedBeatty"
0,92690,"CheechMarin,PaulRodriguez,DanielStern"
0,92695,"JonLovitz,TimothyStack,TimothyE.Day"
0,92718,"PatrickDempsey,AmandaPeterson,CourtneyGains"
0,92746,"DavidAndrews,JenniferBalgobin,MarshallBell"
0,92783,"JamesWoods,LesleyAnnWarren,CharlesDurning"
0,92948,"EddieMurphy,TatyanaAli,BillieAllen"
0,92965,"ChristianBale,JohnMalkovich,MirandaRichardson"
0,92974,"JimVarney,VictoriaRacimo,JohnVernon"
0,83907,"BruceCampbell,EllenSandweiss,RichardDeManincor"
0,93036,"LouiseFletcher,VictoriaTennant,KristySwanson"
0,93044,"MichaelCaine,PierceBrosnan,NedBeatty"
0,93073,"JamesCaan,AnjelicaHuston,JamesEarlJones"
0,93093,"JoanneWoodward,JohnMalkovich,KarenAllen"
0,93186,"JonCryer,KeithCoogan,AnnabethGish"
0,93200,"RobertTownsend,CraigusR.Johnson,HelenMartin"
0,93209,"SebastianRice-Edwards,GeraldineMuir,SarahMiles"
0,93260,"DennisQuaid,MartinShort,MegRyan"
0,93278,"WarrenBeatty,DustinHoffman,IsabelleAdjani"
0,93300,"LorraineGary,LanceGuest,MarioVanPeebles"
0,93405,"BillCosby,TomCourtenay,JoeDonBaker"
0,93407,"AndrewMcCarthy,JamiGertz,RobertDowneyJr."
0,93418,"DudleyMoore,KirkCameron,MargaretColin"
0,93437,"JasonPatric,CoreyHaim,DianneWiest"
0,93467,"TimothyHutton,KellyMcGillis,MaureenStapleton"
0,93476,"AllySheedy,BeverlyD'Angelo,MichaelOntkean"
0,93477,"JohnMalkovich,AnnMagnuson,GlenneHeadly"
0,93493,"AndrewMcCarthy,KimCattrall,EstelleGetty"
0,93507,"DolphLundgren,FrankLangella,MegFoster"
0,93560,"AndreGower,RobbyKiger,StephenMacht"
0,93589,"ScottValentine,MicheleLittle,RobertTrebor"
0,93638,"CharlieSheen,D.B.Sweeney,LaraHarris"
0,192111,"MonicaPotter,FreddiePrinzeJr.,ShalomHarlow"
0,190524,"KirkCameron,BradJohnson,JanayaStephens"
0,242998,"DeniseRichards,DavidBoreanaz,MarleyShelton"
0,118694,"MaggieCheung,TonyChiu-WaiLeung,SiuPing-Lam"
0,120753,"JeremyDavies,MillaJovovich,MelGibson"
0,250478,"FernandoRamallo,JordiVilches,MarietaOrozco"
0,212985,"AnthonyHopkins,JulianneMoore,GaryOldman"
0,239948,"SteveZahn,JackBlack,JasonBiggs"
0,190861,"GérardDepardieu,UmaThurman,TimRoth"
0,231775,"ChrisRock,ReginaKing,ChazzPalminteri"
0,265632,"RickeyD'ShonCollins,JasonDavis,AshleyJohnson"
0,230838,"KeanuReeves,CharlizeTheron,JasonIsaacs"
0,177650,"PaulGuilfoyle,JeffreyJones,ReathelBean"
0,249893,"DanielleCormack,KarlUrban,WillaO'Neill"
0,166276,"BrendanFraser,BridgetFonda,JohnTurturro"
0,233142,"KurtRussell,KevinCostner,CourteneyCox"
0,191636,"JulietteBinoche,DanielAuteuil,EmirKusturica"
0,236493,"BradPitt,JuliaRoberts,JamesGandolfini"
0,182000,"SamuelL.Jackson,ColmFeore,AnnMagnuson"
0,251031,"BrookeSmith,MarkWoodbury,MichaelKaycheck"
0,179626,"RobertDeNiro,EdwardBurns,KelseyGrammer"
0,192071,"KirstenDunst,BenFoster,MelissaSagemiller"
0,236447,"MaryBurton,PumlaGobodo-Madikizela,MongeziManqina"
0,99073,"LeoFuchs,EveGordon,LouJacobi"
0,116447,"SpaldingGray,MikeMcLaughlin,MelissaRobertson"
0,31742,"BurgessMeredith,BettyField,LonChaneyJr."
0,91836,"LindaCarol,WendyO.Williams,PatAst"
0,96223,"JohnCusack,TimRobbins,MaryCrosby"
0,39190,"CaryGrant,LorettaYoung,DavidNiven"
0,57251,"SidneyPoitier,LiliaSkala,LisaMann"
0,59245,"MaxvonSydow,MichaelAndersonJr.,CarrollBaker"
0,53793,"BurtLancaster,JeanSimmons,ArthurKennedy"
0,60086,"MichaelCaine,ShelleyWinters,MillicentMartin"
0,113026,"JoelGrey,BarnardHughes,JeanLouisaKelly"
0,37800,"GeorgeCarney,WendyHiller,WalterHudd"
0,66740,"VincentPrice,JosephCotten,VirginiaNorth"
0,79781,"DickHaynes,AlbertBrooks,MatthewTobin"
0,80421,"RichardThomas,RobertVaughn,JohnSaxon"
0,101764,"Jean-ClaudeVanDamme,GeoffreyLewis,AlonnaShaw"
0,68617,"BurtReynolds,JackWeston,TomSkerritt"
0,102005,"MickeyRourke,DonJohnson,ChelseaField"
0,85868,"TomCruise,JackieEarleHaley,JohnStockwell"
0,100140,"Cher,BobHoskins,WinonaRyder"
0,100232,"CharlieSheen,MichaelBiehn,JoanneWhalley"
0,91474,"WilliamPetersen,KimGreist,JoanAllen"
0,100486,"GlennClose,JeremyIrons,RonSilver"
0,77413,"PeterUstinov,JaneBirkin,LoisChiles"
0,88000,"RobertCarradine,AnthonyEdwards,TimothyBusfield"
0,93857,"RobertCarradine,CurtisArmstrong,LarryB.Scott"
0,118540,"MaxineMcNair,ChrisMcNair,HelenPegues"
0,91860,"CrispinGlover,KeanuReeves,IoneSkye"
0,89208,"BiffYeager,KristiSomers,RichardBlade"
0,71771,"BurtReynolds,EddieAlbert,EdLauter"
0,102517,"ScottBakula,HectorElizondo,RobertLoggia"
0,215750,"JudeLaw,EdHarris,RachelWeisz"
0,242445,"StevenSeagal,DMX,IsaiahWashington"
0,205873,"SamNeill,BillyMitchell,RozHammond"
0,209144,"GuyPearce,Carrie-AnneMoss,JoePantoliano"
0,125022,"SigourneyWeaver,JenniferLoveHewitt,RayLiotta"
0,239949,"ChrisKlein,HeatherGraham,OrlandoJones"
0,244970,"AshleyJudd,GregKinnear,HughJackman"
0,227538,"AntonioBanderas,CarlaGugino,AlexaPenaVega"
0,246989,"JerryO'Connell,ShannonElizabeth,JakeBusey"
0,236784,"PierceBrosnan,GeoffreyRush,JamieLeeCurtis"
0,245712,"EmilioEchevarría,GaelGarcíaBernal,GoyaToledo"
0,206187,"TobiasSchneebaum,NormanMailer,MichaelRockefeller"
0,247380,"JeanLaPlanche,BodanLitnanski,AgnèsVarda"
0,164334,"MorganFreeman,MonicaPotter,MichaelWincott"
0,221027,"JohnnyDepp,PenélopeCruz,FrankaPotente"
0,189192,"JeanReno,ChristinaApplegate,ChristianClavier"
0,266860,"RicaMatsumoto,VeronicaTaylor,RachaelLillis"
0,221889,"SusanLynch,IainGlen,JakeD'Arcy"
0,268200,"RichardDutcher,MatthewA.Brown,WilfordBrimley"
0,243155,"RenéeZellweger,GemmaJones,CeliaImrie"
0,245686,"DavidSpade,BrittanyDaniel,DennisMiller"
0,236348,"RachaelLeighCook,RosarioDawson,TaraReid"
0,221073,"VinceColosimo,EricBana,RenéeBrack"
0,255094,"NargessMamizadeh,MaryiamPalvinAlmani,MojganFaramarzi"
0,231402,"PaulHogan,LindaKozlowski,JereBurns"
0,240515,"TomGreen,RipTorn,MarisaCoughlan"
0,240402,"ShaneEdelman,PeterSarsgaard,MollyParker"
0,211492,"JohnTurturro,EmilyWatson,GeraldineJames"
0,199129,"ObbaBabatundé,CharminLeeWhite,TerrellMitchell"
0,86250,"AlPacino,StevenBauer,MichellePfeiffer"
0,55895,"JackLemmon,LeeRemick,CharlesBickford"
0,132245,"SylvesterStallone,BurtReynolds,KipPardue"
0,203755,"MattDillon,MaryJoSmith,MichaelDouglas"
0,141907,"WarrenBeatty,NastassjaKinski,DianeKeaton"
0,209163,"BrendanFraser,RachelWeisz,JohnHannah"
0,240913,"CharlotteRampling,BrunoCremer,JacquesNolot"
0,85811,"KenMarshall,LysetteAnthony,FreddieJones"
0,89504,"AlbertBrooks,JulieHagerty,SylviaFarrel"
0,25913,"AdolfHitler,MaxAmann,MartinBormann"
0,84917,"RobinWilliams,MaryBethHurt,GlennClose"
0,64940,"MartinPotter,HiramKeller,MaxBorn"
0,60429,"ElvisPresley,DonnaDouglas,HarryMorgan"
0,101912,"AlPacino,MichellePfeiffer,HectorElizondo"
0,80539,"MarcelloMastroianni,AnnaPrucnal,BerniceStegers"
0,101902,"BetteMidler,JamesCaan,GeorgeSegal"
0,80319,"JaneFonda,LilyTomlin,DollyParton"
0,79638,"SallyField,BeauBridges,RonLeibman"
0,90098,"JohnCandy,KarenAustin,KerriGreen"
0,45464,"PeterLindHayes,MaryHealy,HansConried"
0,66011,"AliMacGraw,RyanO'Neal,JohnMarley"
0,93713,"PelleHvenegaard,MaxvonSydow,ErikPaaske"
0,48021,"JeanServais,CarlMöhner,RobertManuel"
0,183790,"HeathLedger,RufusSewell,ShannynSossamon"
0,212826,"PilarPadilla,AdrienBrody,ElpidiaCarrillo"
0,256408,"KaleilIsazaTuzman,TomHerman,KennethAustin"
0,225071,"JenniferLopez,JimCaviezel,JeremySisto"
0,126029,"MikeMyers,EddieMurphy,CameronDiaz"
0,206742,"AnnaThomson,JamieHarris,LouiseLasser"
0,203009,"NicoleKidman,EwanMcGregor,JohnLeguizamo"
0,213149,"BenAffleck,JoshHartnett,KateBeckinsale"
0,210727,"ThilenLhondup,GurgonKyap,LhakpaTsamchoe"
0,206917,"ChristinaRicci,OlegYankovskiy,ClaudiaLander-Duke"
0,77716,"RobbyBenson,Lynn-HollyJohnson,ColleenDewhurst"
0,102343,"TateDonovan,SandraBullock,MaryMara"
0,101587,"BillyCrystal,DanielStern,BrunoKirby"
0,95082,"JaceAlexander,JohnCusack,GordonClapp"
0,52902,"JohnWayne,WilliamHolden,ConstanceTowers"
0,54130,"MarcelloMastroianni,JeanneMoreau,MonicaVitti"
0,95647,"GeneHackman,WillemDafoe,FrancesMcDormand"
0,54047,"YulBrynner,EliWallach,SteveMcQueen"
0,53221,"JohnWayne,DeanMartin,RickyNelson"
0,94142,"DannyDeVito,BillyCrystal,KimGreist"
0,244316,"Nien-JenWu,IsseiOgata,ElaineJin"
0,60934,"SteveMcQueen,RichardAttenborough,RichardCrenna"
0,41996,"GregoryPeck,HughMarlowe,GaryMerrill"
0,59885,"FrankSinatra,TrevorHoward,RaffaellaCarrà"
0,255798,"RobSchneider,ColleenHaskell,JohnC.McGinley"
0,212815,"AryeGross,EricSchweig,TimDeKay"
0,251075,"DavidDuchovny,JulianneMoore,OrlandoJones"
0,244244,"JohnTravolta,HughJackman,HalleBerry"
0,254099,"AlanCumming,JenniferJasonLeigh,Otis"
0,234288,"BolekPolívka,AnnaSisková,CsongorKassai"
0,65528,"AlanArkin,MartinBalsam,RichardBenjamin"
0,116344,"JeffreyThomas,CostaBotes,MargueriteHurst"
0,102685,"PatrickSwayze,KeanuReeves,GaryBusey"
0,86508,"GeneHackman,RobertStack,FredWard"
0,105699,"KurtRussell,RayLiotta,MadeleineStowe"
0,92272,"RobLowe,CynthiaGibb,PatrickSwayze"
0,45810,"JaneRussell,MarilynMonroe,CharlesCoburn"
0,45891,"BettyGrable,MarilynMonroe,LaurenBacall"
0,48605,"MarilynMonroe,TomEwell,EvelynKeyes"
0,84805,"DustinHoffman,JessicaLange,TeriGarr"
0,230011,"CoreyBurton,ClaudiaChristian,MichaelJ.Fox"
0,146316,"AngelinaJolie,JonVoight,IainGlen"
0,240462,"EddieMurphy,KristenWilson,Raven-Symoné"
0,232500,"PaulWalker,VinDiesel,MichelleRodriguez"
0,212720,"HaleyJoelOsment,FrancesO'Connor,SamRobards"
0,255819,"TyreseGibson,TarajiP.Henson,OmarGooding"
0,250224,"KirstenDunst,JayHernandez,BruceDavison"
0,258038,"LanceCrouther,J.B.Smoove,JenniferCoolidge"
0,212517,"KippMarcus,AliceDylan,BernadettePeters"
0,203119,"RayWinstone,BenKingsley,IanMcShane"
0,203632,"FrankaPotente,BennoFürmann,JoachimKról"
0,243493,"DanielAuteuil,GérardDepardieu,ThierryLhermitte"
0,228786,"JeanReno,VincentCassel,NadiaFarès"
0,246765,"EriqEbouaney,AlexDescas,ThéophileSowié"
0,239395,"JeffGoldblum,ElizabethPerkins,AlexanderPollock"
0,271027,"JetLi,BridgetFonda,TchékyKaryo"
0,257106,"AntonyAcker,MarkBarrett,RichardBellos"
0,245238,"PiperPerabo,JessicaParé,MischaBarton"
0,249380,"KarenLancaume,RaffaëlaAnderson,CélineBeugnot"
0,99012,"JoeMantegna,MiaFarrow,WilliamHurt"
0,94663,"GenaRowlands,MiaFarrow,IanHolm"
0,58953,"FrankieAvalon,AnnetteFunicello,DeborahWalley"
0,52216,"VittorioGassman,RenatoSalvatori,MemmoCarotenuto"
0,82136,"BurtReynolds,RogerMoore,FarrahFawcett"
0,87032,"BurtReynolds,DomDeLuise,DeanMartin"
0,58249,"JeanneMoreau,GeorgesGéret,DanielIvernel"
0,59124,"VincentPrice,FrankieAvalon,DwayneHickman"
0,53925,"VincentPrice,MarkDamon,MyrnaFahey"
0,16847,"GöstaEkman,EmilJannings,CamillaHorn"
0,56217,"JohnWayne,JamesStewart,VeraMiles"
0,91886,"JamesWoods,JimBelushi,MichaelMurphy"
0,93940,"DenholmElliott,DianneWiest,MiaFarrow"
0,105378,"MichaelKirby,WoodyAllen,DavidOgdenStiers"
0,91983,"JeffDaniels,MelanieGriffith,RayLiotta"
0,69372,"RayMilland,RooseveltGrier,DonMarshall"
0,47811,"JaneWyman,RockHudson,AgnesMoorehead"
0,46754,"HumphreyBogart,AvaGardner,EdmondO'Brien"
0,69467,"HarrietAndersson,KariSylwan,IngridThulin"
0,65777,"LinoCapolicchio,DominiqueSanda,FabioTesti"
0,48261,"RalphMeeker,AlbertDekker,PaulStewart"
0,63227,"PeterO'Toole,KatharineHepburn,AnthonyHopkins"
0,55184,"ClarkGable,MarilynMonroe,MontgomeryClift"
0,49513,"GregoryPeck,RichardBasehart,LeoGenn"
0,51036,"BurtLancaster,TonyCurtis,SusanHarrison"
0,49966,"RockHudson,LaurenBacall,RobertStack"
0,59095,"MarcelloMastroianni,UrsulaAndress,ElsaMartinelli"
0,74991,"CliffRobertson,GenevièveBujold,JohnLithgow"
0,76786,"JessicaHarper,StefaniaCasini,FlavioBucci"
0,68767,"BruceLee,NoraMiao,JamesTien"
0,82176,"EberhardAuriga,NatjaBrunckhorst,PeggyBussieck"
0,67824,"BruceLee,MariaYi,JamesTien"
0,77594,"BruceLee,GigYoung,DeanJagger"
0,89461,"Taimak,Vanity,ChristopherMurney"
0,82869,"SeanConnery,PeterBoyle,FrancesSternhagen"
0,68935,"BruceLee,NoraMiao,ChuckNorris"
0,163862,"PeterHorton,LizStauber,KariColeman"
0,173840,"Ming-NaWen,AlecBaldwin,VingRhames"
0,250494,"ReeseWitherspoon,LukeWilson,SelmaBlair"
0,227445,"RobertDeNiro,EdwardNorton,MarlonBrando"
0,262210,"RasmanéOuédraogo,AlbertineN'Guessan,ZiableHonoréGooreBi"
0,242193,"BradRenfro,BijouPhillips,RachelMiner"
0,273300,"TundeAdebimpe,RaulA.Reyes,AlanGryfe"
0,227005,"JonFavreau,VinceVaughn,JoeGoossen"
0,245280,"MichaelJordan,PhilJackson,DougCollins"
0,109049,JamesEarlJones
0,130445,CharltonHeston
0,94593,"GeorgeBurns,CharlieSchlatter,TonyRoberts"
0,94594,"RobertDowneyJr.,KieferSutherland,BruceDern"
0,94606,"WilliamHurt,KathleenTurner,GeenaDavis"
0,94608,"KellyMcGillis,JodieFoster,BernieCoulson"
0,94602,"StevenSeagal,PamGrier,HenrySilva"
0,96764,"JohnNeville,EricIdle,SarahPolley"
0,94675,"TuroPajala,SusannaHaavisto,MattiPellonpää"
0,94678,"DudleyMoore,LizaMinnelli,JohnGielgud"
0,94712,"GeneHackman,DannyGlover,JerryReed"
0,94715,"BetteMidler,BarbaraHershey,JohnHeard"
0,94716,"GeorgeDzundza,JasonPatric,StevenBauer"
0,94739,"BetteMidler,LilyTomlin,FredWard"
0,94744,"PaulReubens,PenelopeAnnMiller,KrisKristofferson"
0,94746,"MatthewBroderick,ChristopherWalken,MattMulhern"
0,94761,"KevinDillon,ShawneeSmith,DonovanLeitchJr."
0,94799,"MichaelJ.Fox,KieferSutherland,PhoebeCates"
0,94824,"JackieMason,RobertStack,DyanCannon"
0,94828,"IsabelleAdjani,GérardDepardieu,MadeleineRobinson"
0,94889,"TomCruise,BryanBrown,ElisabethShue"
0,94894,"SeanPenn,RobertDuvall,MariaConchitaAlonso"
0,94898,"PaulBates,EddieMurphy,GarcelleBeauvais"
0,94910,"DanAykroyd,WalterMatthau,CharlesGrodin"
0,90887,"DeeWallace,M.EmmetWalsh,BillyGreenBush"
0,94921,"AmyIrving,PeterRiegert,ReizlBozyk"
0,94933,"DennisQuaid,MegRyan,CharlotteRampling"
0,94961,"TreatWilliams,JoePiscopo,LindsayFrost"
0,94963,"ClintEastwood,PatriciaClarkson,LiamNeeson"
0,95031,"SteveMartin,MichaelCaine,GlenneHeadly"
0,92929,"JoanPlowright,JulietStevenson,JoelyRichardson"
0,95107,"JimVarney,DouglasSeale,OliverClark"
0,95145,"RebeccaDeMornay,MaryGross,KenMarshall"
0,95169,"MollyRingwald,RandallBatinkoff,KennethMars"
0,95174,"HarrisonFord,BettyBuckley,EmmanuelleSeigner"
0,95243,"SigourneyWeaver,BryanBrown,JulieHarris"
0,95253,"DanAykroyd,JohnCandy,StephanieFaracy"
0,95304,"PeterO'Toole,DonalMcCann,MaryCoughlan"
0,95409,"AnthonyMichaelHall,RobertDowneyJr.,PaulGleason"
